"Notes"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Brown County, WI"	"55009"	"Acute myocardial infarction, unspecified"	"I21.9"	43	260401	16.5	12.0	22.2
	"Brown County, WI"	"55009"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	141	260401	54.1	45.2	63.1
	"Brown County, WI"	"55009"	"Atherosclerotic heart disease"	"I25.1"	83	260401	31.9	25.4	39.5
	"Brown County, WI"	"55009"	"Aortic (valve) stenosis"	"I35.0"	26	260401	10.0	6.5	14.6
	"Brown County, WI"	"55009"	"Cardiomyopathy, unspecified"	"I42.9"	10	260401	3.8 (Unreliable)	1.8	7.1
	"Brown County, WI"	"55009"	"Atrial fibrillation and flutter"	"I48"	31	260401	11.9	8.1	16.9
	"Brown County, WI"	"55009"	"Congestive heart failure"	"I50.0"	43	260401	16.5	12.0	22.2
	"Calumet County, WI"	"55015"	"Acute myocardial infarction, unspecified"	"I21.9"	16	49553	32.3 (Unreliable)	18.5	52.4
	"Calumet County, WI"	"55015"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	13	49553	26.2 (Unreliable)	14.0	44.9
	"Calumet County, WI"	"55015"	"Atherosclerotic heart disease"	"I25.1"	18	49553	36.3 (Unreliable)	21.5	57.4
	"Calumet County, WI"	"55015"	"Congestive heart failure"	"I50.0"	11	49553	22.2 (Unreliable)	11.1	39.7
	"Chippewa County, WI"	"55017"	"Acute myocardial infarction, unspecified"	"I21.9"	49	63649	77.0	57.0	101.8
	"Chippewa County, WI"	"55017"	"Atherosclerotic heart disease"	"I25.1"	22	63649	34.6	21.7	52.3
	"Chippewa County, WI"	"55017"	"Congestive heart failure"	"I50.0"	14	63649	22.0 (Unreliable)	12.0	36.9
	"Clark County, WI"	"55019"	"Acute myocardial infarction, unspecified"	"I21.9"	37	34557	107.1	75.4	147.6
	"Clark County, WI"	"55019"	"Atherosclerotic heart disease"	"I25.1"	12	34557	34.7 (Unreliable)	17.9	60.7
	"Clark County, WI"	"55019"	"Congestive heart failure"	"I50.0"	12	34557	34.7 (Unreliable)	17.9	60.7
	"Columbia County, WI"	"55021"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	22	56927	38.6	24.2	58.5
	"Columbia County, WI"	"55021"	"Acute myocardial infarction, unspecified"	"I21.9"	10	56927	17.6 (Unreliable)	8.4	32.3
	"Columbia County, WI"	"55021"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	27	56927	47.4	31.3	69.0
	"Columbia County, WI"	"55021"	"Atherosclerotic heart disease"	"I25.1"	19	56927	33.4 (Unreliable)	20.1	52.1
	"Columbia County, WI"	"55021"	"Congestive heart failure"	"I50.0"	13	56927	22.8 (Unreliable)	12.2	39.1
	"Dane County, WI"	"55025"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	17	531273	3.2 (Unreliable)	1.9	5.1
	"Dane County, WI"	"55025"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	29	531273	5.5	3.7	7.8
	"Dane County, WI"	"55025"	"Acute myocardial infarction, unspecified"	"I21.9"	100	531273	18.8	15.1	22.5
	"Dane County, WI"	"55025"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	62	531273	11.7	8.9	15.0
	"Dane County, WI"	"55025"	"Atherosclerotic heart disease"	"I25.1"	146	531273	27.5	23.0	31.9
	"Dane County, WI"	"55025"	"Ischaemic cardiomyopathy"	"I25.5"	26	531273	4.9	3.2	7.2
	"Dane County, WI"	"55025"	"Aortic (valve) stenosis"	"I35.0"	34	531273	6.4	4.4	8.9
	"Dane County, WI"	"55025"	"Cardiomyopathy, unspecified"	"I42.9"	24	531273	4.5	2.9	6.7
	"Dane County, WI"	"55025"	"Atrial fibrillation and flutter"	"I48"	48	531273	9.0	6.7	12.0
	"Dane County, WI"	"55025"	"Congestive heart failure"	"I50.0"	71	531273	13.4	10.4	16.9
	"Dodge County, WI"	"55027"	"Acute myocardial infarction, unspecified"	"I21.9"	39	88068	44.3	31.5	60.5
	"Dodge County, WI"	"55027"	"Atherosclerotic heart disease"	"I25.1"	55	88068	62.5	47.0	81.3
	"Dodge County, WI"	"55027"	"Atrial fibrillation and flutter"	"I48"	13	88068	14.8 (Unreliable)	7.9	25.2
	"Dodge County, WI"	"55027"	"Congestive heart failure"	"I50.0"	29	88068	32.9	22.1	47.3
	"Door County, WI"	"55029"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	27	27587	97.9	64.5	142.4
	"Door County, WI"	"55029"	"Atherosclerotic heart disease"	"I25.1"	22	27587	79.7	50.0	120.7
	"Douglas County, WI"	"55031"	"Acute myocardial infarction, unspecified"	"I21.9"	16	43509	36.8 (Unreliable)	21.0	59.7
	"Douglas County, WI"	"55031"	"Atherosclerotic heart disease"	"I25.1"	24	43509	55.2	35.3	82.1
	"Dunn County, WI"	"55033"	"Acute myocardial infarction, unspecified"	"I21.9"	12	44704	26.8 (Unreliable)	13.9	46.9
	"Dunn County, WI"	"55033"	"Atherosclerotic heart disease"	"I25.1"	21	44704	47.0	29.1	71.8
	"Dunn County, WI"	"55033"	"Congestive heart failure"	"I50.0"	12	44704	26.8 (Unreliable)	13.9	46.9
	"Eau Claire County, WI"	"55035"	"Acute myocardial infarction, unspecified"	"I21.9"	35	102965	34.0	23.7	47.3
	"Eau Claire County, WI"	"55035"	"Atherosclerotic heart disease"	"I25.1"	29	102965	28.2	18.9	40.4
	"Eau Claire County, WI"	"55035"	"Aortic (valve) stenosis"	"I35.0"	15	102965	14.6 (Unreliable)	8.2	24.0
	"Eau Claire County, WI"	"55035"	"Atrial fibrillation and flutter"	"I48"	11	102965	10.7 (Unreliable)	5.3	19.1
	"Eau Claire County, WI"	"55035"	"Cardiac arrhythmia, unspecified"	"I49.9"	13	102965	12.6 (Unreliable)	6.7	21.6
	"Eau Claire County, WI"	"55035"	"Congestive heart failure"	"I50.0"	32	102965	31.1	21.3	43.9
	"Fond du Lac County, WI"	"55039"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	12	102144	11.7 (Unreliable)	6.1	20.5
	"Fond du Lac County, WI"	"55039"	"Acute myocardial infarction, unspecified"	"I21.9"	35	102144	34.3	23.9	47.7
	"Fond du Lac County, WI"	"55039"	"Atherosclerotic heart disease"	"I25.1"	49	102144	48.0	35.5	63.4
	"Fond du Lac County, WI"	"55039"	"Atrial fibrillation and flutter"	"I48"	15	102144	14.7 (Unreliable)	8.2	24.2
	"Fond du Lac County, WI"	"55039"	"Congestive heart failure"	"I50.0"	25	102144	24.5	15.8	36.1
	"Grant County, WI"	"55043"	"Acute myocardial infarction, unspecified"	"I21.9"	42	52214	80.4	58.0	108.7
	"Grant County, WI"	"55043"	"Atherosclerotic heart disease"	"I25.1"	25	52214	47.9	31.0	70.7
	"Grant County, WI"	"55043"	"Congestive heart failure"	"I50.0"	16	52214	30.6 (Unreliable)	17.5	49.8
	"Green County, WI"	"55045"	"Atherosclerotic heart disease"	"I25.1"	23	37075	62.0	39.3	93.1
	"Green County, WI"	"55045"	"Congestive heart failure"	"I50.0"	11	37075	29.7 (Unreliable)	14.8	53.1
	"Green Lake County, WI"	"55047"	"Acute myocardial infarction, unspecified"	"I21.9"	11	18719	58.8 (Unreliable)	29.3	105.1
	"Iowa County, WI"	"55049"	"Acute myocardial infarction, unspecified"	"I21.9"	17	23654	71.9 (Unreliable)	41.9	115.1
	"Jefferson County, WI"	"55055"	"Acute myocardial infarction, unspecified"	"I21.9"	27	84625	31.9	21.0	46.4
	"Jefferson County, WI"	"55055"	"Atherosclerotic heart disease"	"I25.1"	32	84625	37.8	25.9	53.4
	"Jefferson County, WI"	"55055"	"Congestive heart failure"	"I50.0"	22	84625	26.0	16.3	39.4
	"Juneau County, WI"	"55057"	"Acute myocardial infarction, unspecified"	"I21.9"	17	26274	64.7 (Unreliable)	37.7	103.6
	"Juneau County, WI"	"55057"	"Atherosclerotic heart disease"	"I25.1"	17	26274	64.7 (Unreliable)	37.7	103.6
	"Kenosha County, WI"	"55059"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	10	168183	5.9 (Unreliable)	2.9	10.9
	"Kenosha County, WI"	"55059"	"Acute myocardial infarction, unspecified"	"I21.9"	73	168183	43.4	34.0	54.6
	"Kenosha County, WI"	"55059"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	27	168183	16.1	10.6	23.4
	"Kenosha County, WI"	"55059"	"Atherosclerotic heart disease"	"I25.1"	86	168183	51.1	40.9	63.2
	"Kenosha County, WI"	"55059"	"Ischaemic cardiomyopathy"	"I25.5"	12	168183	7.1 (Unreliable)	3.7	12.5
	"Kenosha County, WI"	"55059"	"Cardiomyopathy, unspecified"	"I42.9"	14	168183	8.3 (Unreliable)	4.6	14.0
	"Kenosha County, WI"	"55059"	"Congestive heart failure"	"I50.0"	43	168183	25.6	18.5	34.4
	"Kewaunee County, WI"	"55061"	"Atherosclerotic heart disease"	"I25.1"	11	20405	53.9 (Unreliable)	26.9	96.5
	"La Crosse County, WI"	"55063"	"Acute myocardial infarction, unspecified"	"I21.9"	32	118122	27.1	18.5	38.2
	"La Crosse County, WI"	"55063"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	14	118122	11.9 (Unreliable)	6.5	19.9
	"La Crosse County, WI"	"55063"	"Atherosclerotic heart disease"	"I25.1"	50	118122	42.3	31.4	55.8
	"La Crosse County, WI"	"55063"	"Aortic (valve) stenosis"	"I35.0"	13	118122	11.0 (Unreliable)	5.9	18.8
	"La Crosse County, WI"	"55063"	"Atrial fibrillation and flutter"	"I48"	10	118122	8.5 (Unreliable)	4.1	15.6
	"La Crosse County, WI"	"55063"	"Congestive heart failure"	"I50.0"	15	118122	12.7 (Unreliable)	7.1	20.9
	"Langlade County, WI"	"55067"	"Acute myocardial infarction, unspecified"	"I21.9"	22	19221	114.5	71.7	173.3
	"Langlade County, WI"	"55067"	"Atherosclerotic heart disease"	"I25.1"	10	19221	52.0 (Unreliable)	24.9	95.7
	"Lincoln County, WI"	"55069"	"Acute myocardial infarction, unspecified"	"I21.9"	24	27902	86.0	55.1	128.0
	"Lincoln County, WI"	"55069"	"Atherosclerotic heart disease"	"I25.1"	15	27902	53.8 (Unreliable)	30.1	88.7
	"Manitowoc County, WI"	"55071"	"Acute myocardial infarction, unspecified"	"I21.9"	33	79536	41.5	28.6	58.3
	"Manitowoc County, WI"	"55071"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	36	79536	45.3	31.7	62.7
	"Manitowoc County, WI"	"55071"	"Atherosclerotic heart disease"	"I25.1"	34	79536	42.7	29.6	59.7
	"Manitowoc County, WI"	"55071"	"Congestive heart failure"	"I50.0"	34	79536	42.7	29.6	59.7
	"Marathon County, WI"	"55073"	"Acute myocardial infarction, unspecified"	"I21.9"	56	135603	41.3	31.2	53.6
	"Marathon County, WI"	"55073"	"Atherosclerotic heart disease"	"I25.1"	73	135603	53.8	42.2	67.7
	"Marathon County, WI"	"55073"	"Aortic (valve) stenosis"	"I35.0"	13	135603	9.6 (Unreliable)	5.1	16.4
	"Marathon County, WI"	"55073"	"Atrial fibrillation and flutter"	"I48"	12	135603	8.8 (Unreliable)	4.6	15.5
	"Marathon County, WI"	"55073"	"Congestive heart failure"	"I50.0"	42	135603	31.0	22.3	41.9
	"Marinette County, WI"	"55075"	"Acute myocardial infarction, unspecified"	"I21.9"	22	40491	54.3	34.0	82.3
	"Marinette County, WI"	"55075"	"Atherosclerotic heart disease"	"I25.1"	44	40491	108.7	79.0	145.9
	"Marinette County, WI"	"55075"	"Congestive heart failure"	"I50.0"	10	40491	24.7 (Unreliable)	11.8	45.4
	"Milwaukee County, WI"	"55079"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	36	951448	3.8	2.7	5.2
	"Milwaukee County, WI"	"55079"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	121	951448	12.7	10.5	15.0
	"Milwaukee County, WI"	"55079"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	11	951448	1.2 (Unreliable)	0.6	2.1
	"Milwaukee County, WI"	"55079"	"Acute subendocardial myocardial infarction"	"I21.4"	23	951448	2.4	1.5	3.6
	"Milwaukee County, WI"	"55079"	"Acute myocardial infarction, unspecified"	"I21.9"	195	951448	20.5	17.6	23.4
	"Milwaukee County, WI"	"55079"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	153	951448	16.1	13.5	18.6
	"Milwaukee County, WI"	"55079"	"Atherosclerotic heart disease"	"I25.1"	631	951448	66.3	61.1	71.5
	"Milwaukee County, WI"	"55079"	"Ischaemic cardiomyopathy"	"I25.5"	46	951448	4.8	3.5	6.4
	"Milwaukee County, WI"	"55079"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	14	951448	1.5 (Unreliable)	0.8	2.5
	"Milwaukee County, WI"	"55079"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	38	951448	4.0	2.8	5.5
	"Milwaukee County, WI"	"55079"	"Other secondary pulmonary hypertension"	"I27.2"	47	951448	4.9	3.6	6.6
	"Milwaukee County, WI"	"55079"	"Aortic (valve) stenosis"	"I35.0"	67	951448	7.0	5.5	8.9
	"Milwaukee County, WI"	"55079"	"Endocarditis, valve unspecified"	"I38"	26	951448	2.7	1.8	4.0
	"Milwaukee County, WI"	"55079"	"Dilated cardiomyopathy"	"I42.0"	12	951448	1.3 (Unreliable)	0.7	2.2
	"Milwaukee County, WI"	"55079"	"Cardiomyopathy, unspecified"	"I42.9"	69	951448	7.3	5.6	9.2
	"Milwaukee County, WI"	"55079"	"Atrial fibrillation and flutter"	"I48"	68	951448	7.1	5.5	9.1
	"Milwaukee County, WI"	"55079"	"Cardiac arrhythmia, unspecified"	"I49.9"	18	951448	1.9 (Unreliable)	1.1	3.0
	"Milwaukee County, WI"	"55079"	"Congestive heart failure"	"I50.0"	187	951448	19.7	16.8	22.5
	"Milwaukee County, WI"	"55079"	"Heart failure, unspecified"	"I50.9"	17	951448	1.8 (Unreliable)	1.0	2.9
	"Monroe County, WI"	"55081"	"Acute myocardial infarction, unspecified"	"I21.9"	18	45623	39.5 (Unreliable)	23.4	62.4
	"Monroe County, WI"	"55081"	"Atherosclerotic heart disease"	"I25.1"	33	45623	72.3	49.8	101.6
	"Monroe County, WI"	"55081"	"Congestive heart failure"	"I50.0"	14	45623	30.7 (Unreliable)	16.8	51.5
	"Oconto County, WI"	"55083"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	32	37430	85.5	58.5	120.7
	"Oconto County, WI"	"55083"	"Atherosclerotic heart disease"	"I25.1"	22	37430	58.8	36.8	89.0
	"Oconto County, WI"	"55083"	"Congestive heart failure"	"I50.0"	15	37430	40.1 (Unreliable)	22.4	66.1
	"Oneida County, WI"	"55085"	"Acute myocardial infarction, unspecified"	"I21.9"	23	35601	64.6	41.0	96.9
	"Oneida County, WI"	"55085"	"Atherosclerotic heart disease"	"I25.1"	21	35601	59.0	36.5	90.2
	"Oneida County, WI"	"55085"	"Cardiac arrhythmia, unspecified"	"I49.9"	12	35601	33.7 (Unreliable)	17.4	58.9
	"Oneida County, WI"	"55085"	"Congestive heart failure"	"I50.0"	14	35601	39.3 (Unreliable)	21.5	66.0
	"Outagamie County, WI"	"55087"	"Acute myocardial infarction, unspecified"	"I21.9"	76	184526	41.2	32.5	51.6
	"Outagamie County, WI"	"55087"	"Atherosclerotic heart disease"	"I25.1"	77	184526	41.7	32.9	52.2
	"Outagamie County, WI"	"55087"	"Aortic (valve) stenosis"	"I35.0"	10	184526	5.4 (Unreliable)	2.6	10.0
	"Outagamie County, WI"	"55087"	"Cardiomyopathy, unspecified"	"I42.9"	15	184526	8.1 (Unreliable)	4.5	13.4
	"Outagamie County, WI"	"55087"	"Atrial fibrillation and flutter"	"I48"	16	184526	8.7 (Unreliable)	5.0	14.1
	"Outagamie County, WI"	"55087"	"Cardiac arrhythmia, unspecified"	"I49.9"	15	184526	8.1 (Unreliable)	4.5	13.4
	"Outagamie County, WI"	"55087"	"Congestive heart failure"	"I50.0"	46	184526	24.9	18.3	33.3
	"Ozaukee County, WI"	"55089"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	14	88314	15.9 (Unreliable)	8.7	26.6
	"Ozaukee County, WI"	"55089"	"Acute myocardial infarction, unspecified"	"I21.9"	29	88314	32.8	22.0	47.2
	"Ozaukee County, WI"	"55089"	"Atherosclerotic heart disease"	"I25.1"	52	88314	58.9	44.0	77.2
	"Ozaukee County, WI"	"55089"	"Congestive heart failure"	"I50.0"	30	88314	34.0	22.9	48.5
	"Pierce County, WI"	"55093"	"Acute myocardial infarction, unspecified"	"I21.9"	24	41238	58.2	37.3	86.6
	"Pierce County, WI"	"55093"	"Atherosclerotic heart disease"	"I25.1"	11	41238	26.7 (Unreliable)	13.3	47.7
	"Polk County, WI"	"55095"	"Acute myocardial infarction, unspecified"	"I21.9"	14	43481	32.2 (Unreliable)	17.6	54.0
	"Polk County, WI"	"55095"	"Atherosclerotic heart disease"	"I25.1"	36	43481	82.8	58.0	114.6
	"Portage County, WI"	"55097"	"Acute myocardial infarction, unspecified"	"I21.9"	42	70447	59.6	43.0	80.6
	"Portage County, WI"	"55097"	"Atherosclerotic heart disease"	"I25.1"	24	70447	34.1	21.8	50.7
	"Portage County, WI"	"55097"	"Congestive heart failure"	"I50.0"	13	70447	18.5 (Unreliable)	9.8	31.6
	"Price County, WI"	"55099"	"Acute myocardial infarction, unspecified"	"I21.9"	20	13517	148.0	90.4	228.5
	"Racine County, WI"	"55101"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	10	195140	5.1 (Unreliable)	2.5	9.4
	"Racine County, WI"	"55101"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	34	195140	17.4	12.1	24.3
	"Racine County, WI"	"55101"	"Acute myocardial infarction, unspecified"	"I21.9"	69	195140	35.4	27.5	44.7
	"Racine County, WI"	"55101"	"Atherosclerotic heart disease"	"I25.1"	128	195140	65.6	54.2	77.0
	"Racine County, WI"	"55101"	"Ischaemic cardiomyopathy"	"I25.5"	15	195140	7.7 (Unreliable)	4.3	12.7
	"Racine County, WI"	"55101"	"Aortic (valve) stenosis"	"I35.0"	14	195140	7.2 (Unreliable)	3.9	12.0
	"Racine County, WI"	"55101"	"Cardiomyopathy, unspecified"	"I42.9"	21	195140	10.8	6.7	16.5
	"Racine County, WI"	"55101"	"Atrial fibrillation and flutter"	"I48"	17	195140	8.7 (Unreliable)	5.1	13.9
	"Racine County, WI"	"55101"	"Cardiac arrhythmia, unspecified"	"I49.9"	18	195140	9.2 (Unreliable)	5.5	14.6
	"Racine County, WI"	"55101"	"Congestive heart failure"	"I50.0"	39	195140	20.0	14.2	27.3
	"Richland County, WI"	"55103"	"Acute myocardial infarction, unspecified"	"I21.9"	11	17476	62.9 (Unreliable)	31.4	112.6
	"Richland County, WI"	"55103"	"Atherosclerotic heart disease"	"I25.1"	14	17476	80.1 (Unreliable)	43.8	134.4
	"Rock County, WI"	"55105"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	13	161620	8.0 (Unreliable)	4.3	13.8
	"Rock County, WI"	"55105"	"Acute myocardial infarction, unspecified"	"I21.9"	36	161620	22.3	15.6	30.8
	"Rock County, WI"	"55105"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	25	161620	15.5	10.0	22.8
	"Rock County, WI"	"55105"	"Atherosclerotic heart disease"	"I25.1"	84	161620	52.0	41.5	64.3
	"Rock County, WI"	"55105"	"Ischaemic cardiomyopathy"	"I25.5"	16	161620	9.9 (Unreliable)	5.7	16.1
	"Rock County, WI"	"55105"	"Aortic (valve) stenosis"	"I35.0"	16	161620	9.9 (Unreliable)	5.7	16.1
	"Rock County, WI"	"55105"	"Cardiomyopathy, unspecified"	"I42.9"	12	161620	7.4 (Unreliable)	3.8	13.0
	"Rock County, WI"	"55105"	"Atrial fibrillation and flutter"	"I48"	17	161620	10.5 (Unreliable)	6.1	16.8
	"Rock County, WI"	"55105"	"Congestive heart failure"	"I50.0"	45	161620	27.8	20.3	37.3
	"Rusk County, WI"	"55107"	"Acute myocardial infarction, unspecified"	"I21.9"	15	14127	106.2 (Unreliable)	59.4	175.1
	"St. Croix County, WI"	"55109"	"Acute myocardial infarction, unspecified"	"I21.9"	22	88029	25.0	15.7	37.8
	"St. Croix County, WI"	"55109"	"Atherosclerotic heart disease"	"I25.1"	23	88029	26.1	16.6	39.2
	"St. Croix County, WI"	"55109"	"Congestive heart failure"	"I50.0"	19	88029	21.6 (Unreliable)	13.0	33.7
	"Sauk County, WI"	"55111"	"Acute myocardial infarction, unspecified"	"I21.9"	18	63949	28.1 (Unreliable)	16.7	44.5
	"Sauk County, WI"	"55111"	"Atherosclerotic heart disease"	"I25.1"	65	63949	101.6	78.4	129.6
	"Sauk County, WI"	"55111"	"Congestive heart failure"	"I50.0"	20	63949	31.3	19.1	48.3
	"Sawyer County, WI"	"55113"	"Acute myocardial infarction, unspecified"	"I21.9"	20	16369	122.2	74.6	188.7
	"Shawano County, WI"	"55115"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	13	41062	31.7 (Unreliable)	16.9	54.1
	"Shawano County, WI"	"55115"	"Acute myocardial infarction, unspecified"	"I21.9"	35	41062	85.2	59.4	118.5
	"Shawano County, WI"	"55115"	"Atherosclerotic heart disease"	"I25.1"	22	41062	53.6	33.6	81.1
	"Shawano County, WI"	"55115"	"Congestive heart failure"	"I50.0"	12	41062	29.2 (Unreliable)	15.1	51.0
	"Sheboygan County, WI"	"55117"	"Acute myocardial infarction, unspecified"	"I21.9"	75	115427	65.0	51.1	81.4
	"Sheboygan County, WI"	"55117"	"Atherosclerotic heart disease"	"I25.1"	67	115427	58.0	45.0	73.7
	"Sheboygan County, WI"	"55117"	"Congestive heart failure"	"I50.0"	64	115427	55.4	42.7	70.8
	"Taylor County, WI"	"55119"	"Acute myocardial infarction, unspecified"	"I21.9"	15	20439	73.4 (Unreliable)	41.1	121.0
	"Trempealeau County, WI"	"55121"	"Acute myocardial infarction, unspecified"	"I21.9"	21	29633	70.9	43.9	108.3
	"Trempealeau County, WI"	"55121"	"Atherosclerotic heart disease"	"I25.1"	13	29633	43.9 (Unreliable)	23.4	75.0
	"Vernon County, WI"	"55123"	"Acute myocardial infarction, unspecified"	"I21.9"	12	30814	38.9 (Unreliable)	20.1	68.0
	"Vernon County, WI"	"55123"	"Atherosclerotic heart disease"	"I25.1"	28	30814	90.9	60.4	131.3
	"Vernon County, WI"	"55123"	"Congestive heart failure"	"I50.0"	10	30814	32.5 (Unreliable)	15.6	59.7
	"Vilas County, WI"	"55125"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	12	21435	56.0 (Unreliable)	28.9	97.8
	"Vilas County, WI"	"55125"	"Acute myocardial infarction, unspecified"	"I21.9"	16	21435	74.6 (Unreliable)	42.7	121.2
	"Vilas County, WI"	"55125"	"Atherosclerotic heart disease"	"I25.1"	14	21435	65.3 (Unreliable)	35.7	109.6
	"Vilas County, WI"	"55125"	"Congestive heart failure"	"I50.0"	10	21435	46.7 (Unreliable)	22.4	85.8
	"Walworth County, WI"	"55127"	"Acute myocardial infarction, unspecified"	"I21.9"	45	102959	43.7	31.9	58.5
	"Walworth County, WI"	"55127"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	18	102959	17.5 (Unreliable)	10.4	27.6
	"Walworth County, WI"	"55127"	"Atherosclerotic heart disease"	"I25.1"	53	102959	51.5	38.6	67.3
	"Walworth County, WI"	"55127"	"Atrial fibrillation and flutter"	"I48"	10	102959	9.7 (Unreliable)	4.7	17.9
	"Walworth County, WI"	"55127"	"Congestive heart failure"	"I50.0"	25	102959	24.3	15.7	35.8
	"Washburn County, WI"	"55129"	"Acute myocardial infarction, unspecified"	"I21.9"	22	15648	140.6	88.1	212.9
	"Washington County, WI"	"55131"	"Acute myocardial infarction, unspecified"	"I21.9"	36	134296	26.8	18.8	37.1
